country,weight,dem_satisfied,press_freedom_imp,econ_good,religion_important,age_group,gender
Sweden,0.23317556538902445,1,1,0,0,30–49,Male
Sweden,0.9080839944994392,1,1,1,0,50–64,Female
Sweden,1.9397643036144752,1,1,1,1,18–29,Male
Sweden,0.20268502813062494,0,1,0,1,50–64,Female
Sweden,0.9001350394872111,1,1,1,0,65+,Male
Sweden,1.7168044956170507,1,1,0,0,65+,Female
Sweden,0.6309556340629258,1,1,1,0,65+,Female
Sweden,0.33595526545090704,1,1,1,1,65+,Female
Sweden,0.10050198272578097,1,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,1,1,65+,Female
Sweden,0.9056421501739597,1,1,1,1,50–64,Female
Sweden,2.287444638471242,0,1,0,0,30–49,Male
Sweden,1.7168044956170507,1,0,0,0,65+,Female
Sweden,0.6043840426735267,1,1,1,1,65+,Female
Sweden,0.3330084561062497,0,1,0,0,65+,Male
Sweden,0.24735638569622334,0,1,0,1,65+,Male
Sweden,0.13749400172883786,1,1,1,0,50–64,Male
Sweden,0.7237574155754405,0,1,0,0,30–49,Male
Sweden,0.13712427937942664,0,1,0,0,50–64,Male
Sweden,2.8622936859885733,1,1,0,0,30–49,Female
Sweden,0.9514090280613487,1,1,1,0,65+,Male
Sweden,0.9080839944994392,1,1,0,0,50–64,Female
Sweden,2.001631732082241,1,1,1,1,30–49,Male
Sweden,0.7257088518440674,1,1,0,0,30–49,Male
Sweden,0.7257088518440674,1,1,1,1,30–49,Male
Sweden,0.14299277054024612,1,1,0,1,65+,Male
Sweden,0.41072129939177393,0,0,0,0,65+,Female
Sweden,0.10050198272578097,1,1,1,0,65+,Male
Sweden,0.25981123017988167,1,1,1,0,50–64,Female
Sweden,2.8622936859885733,1,1,0,0,30–49,Female
Sweden,0.12598961312308266,1,1,0,0,65+,Male
Sweden,0.9514090280613487,1,1,1,0,65+,Male
Sweden,1.420736999508194,1,1,1,0,65+,Male
Sweden,0.4922237593451154,1,1,0,1,65+,Female
Sweden,0.17601814603528032,1,1,1,1,65+,Female
Sweden,1.5890063120370945,1,1,1,0,30–49,Male
Sweden,0.36965566860762794,0,1,0,0,50–64,Male
Sweden,1.3451846772512046,1,1,1,1,50–64,Male
Sweden,0.9598107758331005,1,1,1,1,50–64,Female
Sweden,0.2009108154145968,1,1,1,0,65+,Male
Sweden,1.5132570758110602,1,1,1,0,18–29,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Female
Sweden,1.061771784920402,1,1,1,0,50–64,Female
Sweden,2.5874301449975263,1,1,1,0,50–64,Female
Sweden,0.6892553050253035,1,1,1,0,18–29,Male
Sweden,1.3488116413564384,0,1,0,0,30–49,Male
Sweden,0.7237574155754405,0,1,0,1,30–49,Male
Sweden,0.5003435360162274,1,1,0,0,30–49,Male
Sweden,0.2917740334847502,1,1,0,0,50–64,Female
Sweden,0.5361564036158397,1,1,0,0,30–49,Male
Sweden,0.16764423914905818,0,1,0,0,65+,Male
Sweden,0.4292014273076548,1,1,1,0,65+,Male
Sweden,1.404325380948618,1,1,1,0,50–64,Male
Sweden,2.1784002734734718,1,1,NA,0,18–29,Male
Sweden,0.7382203508760508,0,1,0,NA,65+,Female
Sweden,0.10050198272578097,0,0,1,0,65+,Female
Sweden,0.9056421501739597,1,1,1,0,50–64,Female
Sweden,0.9056421501739597,1,1,1,1,30–49,Female
Sweden,0.11167705221842011,0,1,0,0,30–49,Male
Sweden,0.28921997606279864,1,1,0,0,65+,Male
Sweden,2.5257227868182843,1,1,1,0,30–49,Male
Sweden,0.7375750388909897,1,1,0,0,30–49,Female
Sweden,0.10050198272578097,1,1,0,0,65+,Male
Sweden,0.7375750388909897,1,1,1,1,50–64,Female
Sweden,0.24669124261425943,0,1,0,0,65+,Male
Sweden,2.108003162873764,1,1,1,1,65+,Female
Sweden,0.9080839944994392,0,1,0,0,30–49,Female
Sweden,1.3451846772512046,1,1,0,0,50–64,Male
Sweden,1.3713129822338344,1,1,1,0,30–49,Female
Sweden,2.5487396352961147,1,1,0,0,50–64,Female
Sweden,2.8622936859885733,1,1,0,0,50–64,Female
Sweden,1.2125491847800134,1,1,0,0,65+,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Male
Sweden,1.9101635551353175,0,1,1,0,65+,Female
Sweden,1.095548214544276,1,1,0,0,50–64,Male
Sweden,0.1515455105577797,1,0,1,0,65+,Male
Sweden,0.6285879489535077,NA,1,0,1,30–49,Male
Sweden,0.10050198272578097,1,1,1,1,65+,Female
Sweden,1.3713129822338344,1,1,1,0,30–49,Female
Sweden,0.589444079914079,1,1,1,0,30–49,Male
Sweden,0.16608424937369587,1,1,0,0,65+,Female
Sweden,0.1515455105577797,1,1,1,0,65+,Male
Sweden,0.2575369606267552,1,1,1,0,65+,Male
Sweden,1.3907753317165232,0,1,0,0,65+,Male
Sweden,0.23317556538902445,1,1,1,1,30–49,Male
Sweden,1.9510843198232968,0,1,0,0,30–49,Male
Sweden,0.10050198272578097,1,1,1,1,65+,Male
Sweden,0.7237574155754405,1,1,1,0,30–49,Male
Sweden,0.7375750388909897,1,1,0,0,50–64,Female
Sweden,0.49899810868614314,1,1,1,0,50–64,Male
Sweden,0.7085778015561833,1,1,1,0,65+,Female
Sweden,0.3330084561062497,1,1,1,0,65+,Male
Sweden,2.3580797786218937,0,1,0,0,30–49,Male
Sweden,1.2125491847800134,1,1,1,0,65+,Male
Sweden,1.9510843198232968,1,1,0,0,30–49,Male
Sweden,1.5400162638056356,0,1,1,0,30–49,Female
Sweden,1.326922582118439,1,1,0,0,65+,Female
Sweden,0.15067420936895334,1,1,NA,0,65+,Male
Sweden,0.1072865484496127,1,1,1,0,65+,Male
Sweden,0.36463725953663473,1,1,1,0,65+,Female
Sweden,0.13986176308470874,0,1,NA,1,65+,Female
Sweden,0.1749098393920668,0,1,NA,0,65+,Male
Sweden,0.6285879489535077,1,1,0,0,30–49,Male
Sweden,0.15067420936895334,1,1,0,0,65+,Male
Sweden,0.33320754183389123,1,1,1,0,65+,Male
Sweden,0.7555772270758355,1,1,1,0,30–49,Male
Sweden,0.3558574476405598,1,1,1,0,65+,Female
Sweden,0.21135931470772168,NA,1,0,1,65+,Female
Sweden,0.14315291359868607,1,1,1,0,50–64,Male
Sweden,0.7977995058860959,0,1,0,0,30–49,Male
Sweden,1.7168044956170507,1,1,1,0,65+,Female
Sweden,2.23408787988485,1,1,0,0,65+,Female
Sweden,1.5132570758110602,1,1,0,0,18–29,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Female
Sweden,0.32820884013708923,1,1,1,0,50–64,Female
Sweden,1.3713129822338344,1,1,0,0,30–49,Female
Sweden,2.8622936859885733,1,1,1,0,18–29,Female
Sweden,0.30105576920991856,1,1,1,0,50–64,Male
Sweden,0.7237574155754405,1,1,0,0,30–49,Male
Sweden,2.287444638471242,1,1,0,0,30–49,Male
Sweden,0.16608424937369587,1,1,1,0,65+,Female
Sweden,0.3821839438278561,1,1,1,0,65+,Male
Sweden,1.6292810317862902,1,1,1,0,65+,Female
Sweden,0.4922237593451154,1,1,1,1,65+,Female
Sweden,0.2575369606267552,1,1,1,0,65+,Male
Sweden,2.5243600318059793,1,1,0,0,30–49,Male
Sweden,0.9001350394872111,1,1,1,0,65+,Male
Sweden,0.21135931470772168,1,1,0,1,65+,Female
Sweden,0.3426384586821677,1,1,1,1,30–49,Female
Sweden,2.2006809881248515,1,1,1,1,65+,Female
Sweden,2.8622936859885733,0,1,1,0,30–49,Female
Sweden,1.9578885654572815,0,1,0,0,18–29,Male
Sweden,0.44772511859515973,1,1,1,0,65+,Female
Sweden,1.404325380948618,1,1,0,0,50–64,Male
Sweden,0.49899810868614314,0,1,0,0,30–49,Male
Sweden,0.4521656121651924,1,1,1,0,50–64,Male
Sweden,0.7670470797157443,1,1,0,0,30–49,Male
Sweden,0.2488697352886125,1,1,1,0,50–64,Female
Sweden,0.16076404001807032,1,1,0,0,50–64,Male
Sweden,0.9514090280613487,1,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,0,0,65+,Male
Sweden,0.1931413092204311,0,1,1,0,65+,Male
Sweden,0.1988879563443814,1,1,1,1,30–49,Male
Sweden,0.16076404001807032,1,1,1,0,50–64,Male
Sweden,0.7085778015561833,0,1,1,0,65+,Female
Sweden,0.407611223586797,1,1,1,0,50–64,Female
Sweden,0.23317556538902445,0,1,0,1,30–49,Male
Sweden,2.8622936859885733,1,1,1,0,30–49,Female
Sweden,1.6292810317862902,1,1,0,1,65+,Female
Sweden,0.10050198272578097,1,1,1,1,65+,Male
Sweden,1.5890063120370945,0,1,0,0,30–49,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,1,1,65+,Female
Sweden,2.8622936859885733,1,1,1,0,65+,Female
Sweden,0.7375750388909897,0,1,1,1,50–64,Female
Sweden,0.3613735847773294,1,1,1,0,65+,Female
Sweden,0.520936434174418,1,1,1,0,50–64,Male
Sweden,1.9510843198232968,0,1,0,0,30–49,Male
Sweden,0.46740924005782253,1,1,1,0,65+,Female
Sweden,0.10050198272578097,1,1,0,0,30–49,Male
Sweden,1.5890063120370945,1,1,0,0,30–49,Male
Sweden,0.7392871362360319,1,1,1,1,65+,Female
Sweden,0.39041798437230796,1,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,0,1,65+,Female
Sweden,0.16764423914905818,1,1,1,1,65+,Male
Sweden,1.6454400803742368,1,1,1,0,50–64,Male
Sweden,0.5613447964101587,1,1,1,1,18–29,Male
Sweden,1.5890063120370945,1,1,1,0,30–49,Male
Sweden,0.19706086767025913,1,NA,1,0,65+,Female
Sweden,0.7555772270758355,0,1,1,0,30–49,Male
Sweden,0.2575369606267552,1,1,1,0,65+,Male
Sweden,0.3706523554298983,1,1,1,0,50–64,Male
Sweden,0.10050198272578097,1,1,0,0,65+,Female
Sweden,0.6060136176052249,1,1,1,0,65+,Female
Sweden,0.3847909308903897,0,1,0,1,50–64,Female
Sweden,1.5770899527349045,1,1,1,0,50–64,Male
Sweden,2.7573760641127314,1,1,0,0,18–29,Male
Sweden,2.5241473662916722,0,1,0,1,65+,Female
Sweden,0.34764908855201754,1,1,1,0,65+,Male
Sweden,0.2575369606267552,1,1,1,0,65+,Male
Sweden,0.21201524986110992,1,1,1,0,50–64,Male
Sweden,0.3936602993757568,1,1,1,0,65+,Female
Sweden,2.8622936859885733,1,1,1,0,30–49,Female
Sweden,0.7375750388909897,NA,NA,0,1,50–64,Female
Sweden,1.9510843198232968,1,1,0,0,30–49,Male
Sweden,2.7648106596580875,0,1,1,0,18–29,Male
Sweden,0.2917740334847502,1,1,1,0,30–49,Female
Sweden,0.9459389629029754,1,1,0,0,65+,Male
Sweden,1.1621118177034588,1,1,1,0,65+,Male
Sweden,0.3330084561062497,1,1,1,0,65+,Male
Sweden,0.35292648929042003,1,1,1,1,65+,Male
Sweden,0.3859074864709313,0,1,1,0,30–49,Male
Sweden,0.9598107758331005,1,1,0,0,50–64,Female
Sweden,0.3859074864709313,0,1,0,1,30–49,Male
Sweden,2.8622936859885733,1,1,0,0,18–29,Female
Sweden,0.730481315314601,1,1,1,0,18–29,Male
Sweden,0.18500750127585047,1,1,1,0,65+,Male
Sweden,0.7555772270758355,0,1,0,0,30–49,Male
Sweden,1.4256433939865476,0,1,0,1,50–64,Male
Sweden,1.9510843198232968,1,1,1,0,30–49,Male
Sweden,1.326922582118439,1,1,1,1,65+,Female
Sweden,0.10050198272578097,1,1,1,0,65+,Female
Sweden,0.16608424937369587,0,1,1,0,65+,Female
Sweden,0.7865560053862491,1,1,1,0,30–49,Female
Sweden,0.28921997606279864,0,1,0,0,65+,Male
Sweden,1.404325380948618,1,1,0,1,50–64,Male
Sweden,0.47177649614082695,1,1,1,0,65+,Female
Sweden,0.4922237593451154,1,1,1,0,65+,Female
Sweden,0.8977145699583448,1,1,1,0,65+,Male
Sweden,0.4366576579641807,0,1,1,0,30–49,Male
Sweden,0.3330084561062497,1,1,1,0,65+,Male
Sweden,1.5618729333796288,1,1,0,1,65+,Male
Sweden,2.8622936859885733,1,1,0,0,18–29,Female
Sweden,0.520936434174418,0,1,0,0,50–64,Male
Sweden,2.287444638471242,0,1,0,0,30–49,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Female
Sweden,0.9056421501739597,1,1,1,0,50–64,Female
Sweden,2.11368688194577,0,1,0,0,65+,Female
Sweden,0.5850236900190879,1,1,1,0,30–49,Male
Sweden,0.8485307390311972,0,1,1,0,30–49,Male
Sweden,0.3357740006168196,1,1,0,1,65+,Female
Sweden,0.4922237593451154,0,1,0,0,65+,Female
Sweden,0.8977145699583448,1,1,0,0,65+,Male
Sweden,1.9962493301058917,1,1,1,0,50–64,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,1,0,50–64,Male
Sweden,2.8622936859885733,1,1,0,0,18–29,Female
Sweden,0.29397865359029607,1,1,1,1,30–49,Female
Sweden,1.5890063120370945,0,1,1,0,30–49,Male
Sweden,1.6292810317862902,0,1,1,0,65+,Female
Sweden,1.3713129822338344,1,1,1,0,30–49,Female
Sweden,1.3451846772512046,1,1,1,1,50–64,Male
Sweden,1.3322052646091707,1,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,1,1,65+,Male
Sweden,2.11368688194577,1,1,1,0,65+,Female
Sweden,0.1442555178506339,1,1,0,0,50–64,Female
Sweden,1.2125491847800134,1,1,1,0,65+,Male
Sweden,0.5249114103547058,1,1,1,0,65+,Female
Sweden,0.9080839944994392,1,1,1,1,50–64,Female
Sweden,2.8622936859885733,1,1,1,0,30–49,Male
Sweden,0.49899810868614314,1,1,1,0,50–64,Male
Sweden,0.21426819874090033,1,1,0,0,50–64,Male
Sweden,1.404325380948618,0,1,0,0,30–49,Male
Sweden,0.5411204107447046,1,1,1,1,65+,Female
Sweden,1.2309559868509201,0,1,1,0,65+,Male
Sweden,0.9764750617851107,1,1,0,1,18–29,Female
Sweden,0.40639511903240805,1,1,1,1,30–49,Male
Sweden,1.095548214544276,1,1,0,0,50–64,Male
Sweden,2.0677833450725385,1,1,1,0,30–49,Male
Sweden,0.33320754183389123,1,1,0,0,65+,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Female
Sweden,0.3558574476405598,1,1,1,1,65+,Female
Sweden,0.16197875960993954,1,1,1,0,30–49,Male
Sweden,0.4922237593451154,1,1,1,1,65+,Female
Sweden,0.9056421501739597,1,1,1,0,50–64,Female
Sweden,1.4666024234229655,1,1,1,1,18–29,Female
Sweden,0.589444079914079,1,1,0,0,30–49,Male
Sweden,0.10050198272578097,1,1,0,0,65+,Female
Sweden,0.39041798437230796,1,1,1,1,65+,Male
Sweden,1.741371993661386,0,1,1,NA,50–64,Male
Sweden,0.10050198272578097,1,1,0,0,65+,Male
Sweden,1.9883334693422134,0,1,0,0,50–64,Female
Sweden,2.8622936859885733,0,1,0,0,50–64,Female
Sweden,0.4366576579641807,1,1,0,0,30–49,Male
Sweden,0.13712427937942664,1,1,1,0,50–64,Male
Sweden,0.1745047698906959,1,1,0,0,50–64,Male
Sweden,0.7375750388909897,1,1,0,0,50–64,Female
Sweden,2.8622936859885733,1,1,0,0,18–29,Female
Sweden,2.8622936859885733,1,1,0,0,50–64,Female
Sweden,0.12068378124127825,1,1,1,0,65+,Male
Sweden,0.16653205525575077,1,1,1,1,65+,Female
Sweden,2.8622936859885733,1,1,0,0,30–49,Female
Sweden,0.18731920883018136,1,1,1,0,65+,Male
Sweden,2.8622936859885733,1,1,0,0,18–29,Female
Sweden,1.8580745275275448,1,1,1,0,18–29,Male
Sweden,0.36096593011482103,1,1,0,0,30–49,Female
Sweden,0.31077912934186913,1,1,0,0,30–49,Male
Sweden,1.5770899527349045,1,1,0,0,50–64,Male
Sweden,0.40639511903240805,1,1,0,0,50–64,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Female
Sweden,0.9454584779727372,1,1,1,0,50–64,Female
Sweden,0.3821839438278561,0,1,0,1,65+,Male
Sweden,0.13712427937942664,1,1,1,0,50–64,Male
Sweden,0.3330084561062497,1,1,0,0,65+,Male
Sweden,0.30105576920991856,0,1,1,1,30–49,Male
Sweden,1.8630843746735624,1,1,1,0,18–29,Male
Sweden,0.49899810868614314,1,1,0,0,50–64,Male
Sweden,0.2575369606267552,1,1,0,1,65+,Male
Sweden,0.5476607543822101,1,1,0,0,65+,Female
Sweden,0.5850236900190879,0,1,0,0,50–64,Male
Sweden,0.7375750388909897,0,1,0,0,30–49,Female
Sweden,0.10050198272578097,0,1,1,0,65+,Female
Sweden,0.10050198272578097,0,1,1,1,65+,Male
Sweden,1.417446748771186,0,1,0,0,50–64,Male
Sweden,1.1138370122755135,1,1,1,1,65+,Male
Sweden,0.48881548223872534,1,1,0,0,50–64,Male
Sweden,0.5613447964101587,0,1,0,0,18–29,Male
Sweden,1.4256433939865476,0,1,1,0,50–64,Male
Sweden,0.5020667145836747,1,1,0,0,65+,Female
Sweden,0.8977145699583448,1,1,1,1,65+,Male
Sweden,0.24735638569622334,1,1,0,0,65+,Male
Sweden,0.2614464365636502,1,1,1,1,65+,Male
Sweden,0.4992964296438772,1,1,0,0,50–64,Male
Sweden,0.13526269362292195,1,1,1,0,65+,Female
Sweden,0.21201524986110992,1,1,1,0,30–49,Male
Sweden,1.9691484451555736,1,1,0,0,65+,Female
Sweden,1.313562537886012,1,1,1,0,30–49,Female
Sweden,1.8169501068198093,1,1,0,0,50–64,Male
Sweden,0.6892553050253035,1,1,1,0,18–29,Male
Sweden,0.6405336995282263,0,1,0,0,65+,Female
Sweden,0.11167705221842011,1,1,1,0,30–49,Male
Sweden,0.7237574155754405,1,1,1,0,30–49,Male
Sweden,0.27120946713491234,1,1,1,0,65+,Male
Sweden,0.5463924399782353,1,1,0,1,50–64,Female
Sweden,0.27120946713491234,1,1,1,0,65+,Male
Sweden,1.5400162638056356,1,1,0,0,30–49,Female
Sweden,0.3179873797674116,1,1,0,0,50–64,Female
Sweden,0.8977145699583448,0,1,0,0,65+,Male
Sweden,0.9454584779727372,1,1,0,0,50–64,Female
Sweden,1.313562537886012,1,1,1,0,30–49,Female
Sweden,0.5315033981594559,0,1,0,1,18–29,Female
Sweden,0.6708958385098212,1,1,1,0,30–49,Female
Sweden,1.06979444340231,1,1,0,0,30–49,Female
Sweden,0.10050198272578097,1,1,1,0,65+,Male
Sweden,0.2559332556491079,1,1,1,0,30–49,Female
Sweden,0.5850236900190879,1,1,1,0,50–64,Male
Sweden,1.8630843746735624,1,1,NA,0,18–29,Male
Sweden,0.6892553050253035,1,1,1,0,18–29,Male
Sweden,1.7009119597697906,0,1,1,NA,65+,Female
Sweden,1.9962493301058917,0,1,0,NA,30–49,Male
Sweden,0.49899810868614314,1,1,1,0,50–64,Male
Sweden,0.706935739859219,1,1,1,1,50–64,Female
Sweden,1.3488116413564384,1,1,1,0,50–64,Male
Sweden,0.9056421501739597,1,1,0,0,50–64,Female
Sweden,0.731118641864062,1,1,1,0,65+,Male
Sweden,0.3330084561062497,1,1,1,0,65+,Male
Sweden,0.7085778015561833,1,1,0,1,65+,Female
Sweden,0.9454584779727372,1,1,1,0,50–64,Female
Sweden,0.1492794114873268,1,1,0,0,65+,Male
Sweden,0.42265508819446584,1,1,1,0,65+,Female
Sweden,0.7375750388909897,1,1,0,0,30–49,Female
Sweden,0.3357740006168196,1,1,1,1,65+,Female
Sweden,1.404325380948618,1,1,1,1,50–64,Male
Sweden,2.441403929755366,1,1,0,0,50–64,Female
Sweden,1.313562537886012,1,1,1,1,30–49,Female
Sweden,0.2009108154145968,1,1,1,1,65+,Male
Sweden,1.9397643036144752,1,1,1,0,18–29,Male
Sweden,1.5132570758110602,0,1,1,1,18–29,Male
Sweden,0.7375750388909897,1,1,1,0,50–64,Female
Sweden,0.731118641864062,1,1,1,0,65+,Male
Sweden,2.0368632478758575,0,1,1,0,30–49,Male
Sweden,0.589444079914079,1,1,0,0,30–49,Male
Sweden,0.8977145699583448,1,1,0,0,65+,Male
Sweden,0.10050198272578097,1,1,1,0,30–49,Male
Sweden,0.39041798437230796,1,1,1,0,65+,Male
Sweden,1.164616461637805,0,1,1,0,65+,Male
Sweden,0.9056421501739597,1,1,0,0,50–64,Female
Sweden,0.10050198272578097,1,1,1,1,65+,Male
Sweden,0.2917740334847502,1,1,1,0,30–49,Female
Sweden,1.402952543559806,0,1,0,1,30–49,Female
Sweden,1.06979444340231,1,1,1,0,30–49,Female
Sweden,1.9883334693422134,1,1,1,0,50–64,Female
Sweden,0.7392871362360319,1,1,1,1,65+,Female
Sweden,0.4875010539273122,1,1,1,0,50–64,Male
Sweden,0.21426819874090033,0,1,1,0,50–64,Male
Sweden,0.2009108154145968,1,1,1,0,65+,Male
Sweden,1.4256433939865476,0,1,0,0,50–64,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Female
Sweden,0.7555772270758355,1,1,0,0,30–49,Male
Sweden,0.6043840426735267,0,1,0,0,65+,Female
Sweden,0.21135931470772168,1,1,1,0,65+,Female
Sweden,1.9692104143776588,1,1,1,0,18–29,Male
Sweden,0.19165561220191585,1,1,1,1,50–64,Male
Sweden,0.16608424937369587,1,1,0,1,65+,Female
Sweden,0.2917740334847502,1,1,1,0,30–49,Female
Sweden,1.831263070798223,1,1,1,1,50–64,Female
Sweden,0.9056421501739597,1,1,1,0,30–49,Female
Sweden,1.7168044956170507,1,0,1,0,65+,Female
Sweden,0.40639511903240805,1,1,1,1,50–64,Male
Sweden,1.164616461637805,0,1,0,0,65+,Male
Sweden,0.7237574155754405,1,1,0,0,30–49,Male
Sweden,0.16197875960993954,1,1,1,0,30–49,Male
Sweden,1.164616461637805,1,1,1,0,65+,Male
Sweden,0.3505362195266817,1,1,0,0,65+,Female
Sweden,0.3191750898333226,1,1,1,0,65+,Male
Sweden,1.5890063120370945,1,1,0,0,30–49,Male
Sweden,0.8306349535190883,1,1,1,0,30–49,Male
Sweden,0.5613447964101587,1,1,0,0,18–29,Male
Sweden,0.264960725826106,1,1,1,0,65+,Male
Sweden,2.8622936859885733,1,1,1,0,18–29,Female
Sweden,1.8580745275275448,0,1,0,1,18–29,Male
Sweden,2.1784002734734718,1,1,1,0,18–29,Male
Sweden,0.5003435360162274,1,1,0,0,30–49,Male
Sweden,1.9691484451555736,1,1,0,0,65+,Female
Sweden,0.2917740334847502,1,1,1,0,50–64,Female
Sweden,0.40639511903240805,0,1,0,0,30–49,Male
Sweden,0.10050198272578097,0,1,0,0,65+,Male
Sweden,1.5618729333796288,1,1,0,0,65+,Male
Sweden,0.2917740334847502,1,1,1,0,50–64,Female
Sweden,0.9056421501739597,1,1,0,0,30–49,Female
Sweden,0.6043840426735267,1,1,0,0,65+,Female
Sweden,0.27120946713491234,1,1,1,0,65+,Male
Sweden,0.16608424937369587,0,1,1,0,65+,Female
Sweden,2.8622936859885733,1,1,0,0,18–29,Female
Sweden,0.7085778015561833,0,1,0,0,65+,Female
Sweden,2.8622936859885733,1,1,0,0,30–49,Female
Sweden,0.5476607543822101,0,1,1,1,65+,Female
Sweden,0.5850236900190879,1,1,1,1,50–64,Male
Sweden,0.22489300469115364,1,1,1,1,65+,Male
Sweden,1.107788333879643,1,1,1,0,50–64,Female
Sweden,1.2179763439776865,1,1,1,0,65+,Female
Sweden,1.0524775167660139,1,1,0,0,65+,Male
Sweden,1.9692104143776588,1,1,1,0,18–29,Male
Sweden,0.11167705221842011,1,1,1,0,50–64,Male
Sweden,0.20268502813062494,1,1,0,0,50–64,Female
Sweden,0.5152333054111606,1,1,0,0,65+,Male
Sweden,0.13526269362292195,1,1,1,1,65+,Female
Sweden,0.3917656593271855,1,1,0,0,50–64,Male
Sweden,0.8977145699583448,1,NA,1,0,65+,Male
Sweden,0.5613447964101587,1,1,1,1,18–29,Male
Sweden,0.3017545954391103,1,1,1,0,65+,Male
Sweden,0.7865560053862491,1,1,0,0,50–64,Female
Sweden,0.3357740006168196,1,1,1,0,65+,Female
Sweden,0.10050198272578097,1,1,1,0,65+,Female
Sweden,2.8622936859885733,0,1,0,0,30–49,Male
Sweden,2.8622936859885733,1,1,1,0,18–29,Female
Sweden,0.8485307390311972,1,1,0,0,30–49,Male
Sweden,0.7670470797157443,1,1,1,0,30–49,Male
Sweden,0.12035237554594184,1,1,1,0,30–49,Male
Sweden,0.4073384644110422,1,1,1,0,65+,Male
Sweden,0.189406804083677,0,1,0,0,18–29,Male
Sweden,1.095548214544276,1,1,1,0,50–64,Male
Sweden,0.5003435360162274,1,1,1,0,30–49,Male
Sweden,0.16764423914905818,1,1,1,0,65+,Male
Sweden,0.15067420936895334,0,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,1,1,65+,Male
Sweden,0.7085778015561833,1,1,1,1,65+,Female
Sweden,0.34764908855201754,0,1,1,0,65+,Male
Sweden,1.5890063120370945,1,1,1,1,30–49,Male
Sweden,0.47177649614082695,1,0,1,1,65+,Female
Sweden,1.2125491847800134,1,0,1,1,65+,Male
Sweden,2.8622936859885733,1,1,0,0,30–49,Male
Sweden,0.14315291359868607,0,1,0,0,50–64,Male
Sweden,1.061771784920402,1,1,1,0,50–64,Female
Sweden,0.7555772270758355,1,1,1,0,30–49,Male
Sweden,0.10050198272578097,1,1,1,0,65+,Male
Sweden,0.10050198272578097,0,1,1,1,50–64,Male
Sweden,2.287444638471242,0,1,0,1,30–49,Male
Sweden,0.15059767516345327,1,1,1,0,50–64,Female
Sweden,0.10050198272578097,0,1,1,0,65+,Male
Sweden,0.3357740006168196,1,1,1,0,65+,Female
Sweden,1.5400162638056356,0,1,0,0,30–49,Female
Sweden,0.17338610134028856,1,1,1,1,65+,Female
Sweden,0.7375750388909897,0,1,1,0,50–64,Female
Sweden,2.8622936859885733,1,1,1,0,65+,Male
Sweden,1.9510843198232968,1,1,0,0,30–49,Male
Sweden,1.9101635551353175,1,1,1,0,65+,Female
Sweden,0.13712427937942664,1,1,1,0,50–64,Male
Sweden,0.10050198272578097,1,1,1,1,65+,Male
Sweden,0.537602019272628,1,1,1,0,30–49,Male
Sweden,0.27504313070870234,0,1,1,0,65+,Female
Sweden,0.9056421501739597,1,1,1,0,50–64,Female
Sweden,0.4922237593451154,1,1,1,0,65+,Female
Sweden,1.313562537886012,1,1,1,0,30–49,Female
Sweden,0.22368844583991465,1,1,0,0,50–64,Male
Sweden,0.21135931470772168,1,1,NA,0,65+,Female
Sweden,1.313562537886012,1,1,NA,0,30–49,Female
Sweden,0.7375750388909897,1,1,0,0,50–64,Female
Sweden,0.13526269362292195,1,1,0,0,65+,Female
Sweden,1.5890063120370945,1,1,1,1,30–49,Male
Sweden,0.36965566860762794,1,1,0,0,50–64,Male
Sweden,0.4922237593451154,1,1,1,0,65+,Female
Sweden,0.3932007852747499,1,1,0,0,65+,Male
Sweden,0.9514090280613487,1,0,1,1,65+,Male
Sweden,1.3357972328773604,1,1,0,0,65+,Male
Sweden,0.21690216694926498,1,1,1,0,65+,Male
Sweden,0.8485307390311972,0,1,1,0,30–49,Male
Sweden,0.3330084561062497,1,1,1,0,65+,Male
Sweden,0.5850236900190879,1,1,1,0,50–64,Male
Sweden,1.7009119597697906,1,1,1,1,65+,Female
Sweden,0.7375750388909897,1,1,1,0,30–49,Female
Sweden,2.509713921339808,1,0,1,1,18–29,Male
Sweden,0.7085778015561833,1,1,0,1,65+,Female
Sweden,0.27120946713491234,1,1,1,0,65+,Male
Sweden,0.10050198272578097,1,1,1,1,65+,Female
Sweden,2.8622936859885733,1,1,1,1,50–64,Female
Sweden,0.3247930227100466,1,1,1,1,65+,Female
Sweden,1.107788333879643,1,1,1,0,50–64,Female
Sweden,1.9637473887795394,1,1,1,0,18–29,Female
